Id	TabId	GroupId	GroupText	Unnamed: 4	Name	Icon	ItemId	Meta	ItemNum	HaveItem	GoodType	CoinId	CoinNum1	CoinNum2	Forever	Time	Hot	Level	PriBlock	PriNpc	DisCountTips	LockTip	Unnamed: 23	CoinImg	Weight	Unnamed: 26	Unnamed: 27	Unnamed: 28	Detail	ShowPriImg	Unnamed: 31	Unnamed: 32
唯一id	商品归类(参考AppShopTabSetting)	二级标签组	二级标签组名称(多语言)	二级标签描述	商品名称	商品图标	商品真实Id	商品meta	商品数量	给与物品，给程序判断背包是否满用	商品类型(1物品 2特权 3矿机4钱 5方块	商品货币类型(1魔方，3游戏币	商品货币数量	拥有特权魔方方块用游戏币买时的价格2	是否永久(1，永久 只能买一个)	特权时间	热卖	解锁等级	特权方块	特权矿机	折扣优惠提示	锁住时的提示	锁住提示类型	商品货币图片(目前无用)	排序权重		权重1	排序1	物品描述	图片	买价引用(不能直接复制过去,魔方出售方块价格会出问题)	校验
Id	TabId	GroupId	GroupText		Name	Icon	ItemId	Meta	ItemNum	HaveItem	GoodType	CoinId	CoinNum1	CoinNum2	Forever	Time	Hot	Level	PriBlock	PriNpc	DisCountTips	LockTip		CoinImg	Weight				Detail	ShowPriImg		
3001	5	3	shop_tab2_7	建造	Item_Name300100	set:task_and_shop.json image:build_pri1	3001	0	1	#	2	1	8	999999	1	-1	1	1	0	0	#	0	无	set:tequan.json image:key_daoju	999#999	新手建造礼包	999	1	Item_Desc300100	2804#1103#1102		
3002	5	3	shop_tab2_7	建造	Item_Name300200	set:task_and_shop.json image:build_pri2	3002	0	1	#	2	1	60	999999	1	-1	1	1	1422	0	#	0	无	set:tequan.json image:tequan_daoju	997#997	进阶建造礼包	997	3	Item_Desc300200	1201#1202		
3003	5	3	shop_tab2_7	建造	Item_Name300300	set:task_and_shop.json image:build_pri3	3003	0	1	#	2	1	120	999999	1	-1	1	1	0	0	#	0	无	set:tequan.json image:tequan_hp	995#995	超级建造礼包	995	5	Item_Desc300300	1301#1302		
3011	5	2	shop_tab2_6	礼包	Item_Name301100	set:task_and_shop.json image:res_pri1	3011	0	1	2247#2248#2249#2252	2	1	60	999999	1	-1	1	1	0	4006	#	0	无	set:tequan.json image:tequan_daoju	998#998	新手采集礼包	998	2	Item_Desc301100	2101#2103#2104#2105#2106		
3012	5	2	shop_tab2_6	礼包	Item_Name301200	set:task_and_shop.json image:res_pri2	3012	0	1	2072#2073#2074#2075	2	1	120	999999	1	-1	1	1	0	0	#	0	无	set:tequan.json image:tequan_hp	996#996	进阶采集礼包	996	4	Item_Desc301200	2204#2205#2702#2703#2704#2705		
3013	5	2	shop_tab2_6	礼包	Item_Name301300	set:task_and_shop.json image:res_pri3	3013	0	1	2246#2251	2	1	199	999999	1	-1	1	1	0	0	#	0	无	set:tequan.json image:key_daoju	994#994	超级采集礼包	994	6	Item_Desc301300	2301#2302#2701		
3014	5	2	shop_tab2_6	礼包	Item_Name301400	set:task_and_shop.json image:res_pri4	3014	0	1	2337	2	1	329	999999	1	-1	1	1	0	0	#	0	无	set:tequan.json image:tequan_daoju	993#993	豪华采集礼包	993	7	Item_Desc301400	2401#2402		
3050	5	1	shop_tab2_8	超值	Item_Name305000	set:task_and_shop.json image:crown_pri1	3050	0	1	2247#2249#2072#2073#2074#2075#2250#2251#2337#2252#3569#3564#3565#3566#3567#3570#3560#3561#3562#3563	2	1	780	999999	1	-1	1	1	0	0	#	0	无	set:tequan.json image:tequan_hp	990#990	至尊特权礼包	990	10	Item_Desc305000	2802#2803		
4001	6	1	shop_tab2_1	普通	Item_Name400100	set:task_and_shop.json image:product_1	4001	0	1	#	3	3	50	50	1	-1	0	1	0	0	#	0	无	set:tequan.json image:tequan_daoju	999#999	初级矿机	999	1	Item_Desc400100	#		
4002	6	1	shop_tab2_1	普通	Item_Name400200	set:task_and_shop.json image:product_2	4002	0	1	#	3	3	4000	4000	1	-1	0	1	0	0	#	0	无	set:tequan.json image:tequan_hp	998#998	中级矿机	998	2	Item_Desc400200	#		
4003	6	1	shop_tab2_1	普通	Item_Name400300	set:task_and_shop.json image:product_3	4003	0	1	#	3	3	15000	15000	1	-1	0	1	0	0	#	0	无	set:tequan.json image:key_daoju	997#997	高级矿机	997	3	Item_Desc400300	#		
4004	6	1	shop_tab2_1	普通	Item_Name400400	set:task_and_shop.json image:product_4	4004	0	1	#	3	1	297	999999	1	-1	1	1	0	0	#	0	无	set:tequan.json image:tequan_daoju	996#996	金币矿机	996	4	Item_Desc400400	2204		
4005	6	1	shop_tab2_1	普通	Item_Name400500	set:task_and_shop.json image:product_5	4005	0	1	#	3	1	297	999999	1	-1	1	1	0	0	#	0	无	set:tequan.json image:tequan_hp	995#995	钻石矿机	995	5	Item_Desc400500	2205		
4006	6	1	shop_tab2_1	普通	Item_Name400600	set:task_and_shop.json image:product_6	4006	0	1	#	3	1	297	999999	1	-1	1	1	0	0	#	0	无	set:tequan.json image:tequan_daoju	994#994	特权矿机	994	6	Item_Desc400600	2101		
600	8	5	shop_tab2_32	植物	Item_Name600	#	6	0	1	#	1	3	24	24	0	0	0	1	0	0	#	0	无	set:tequan.json image:tequan_daoju	990#990	橡树苗	990	10	Item_Desc600	#	24	√
602	8	5	shop_tab2_32	植物	Item_Name602	#	6	2	1	#	1	3	24	24	0	0	0	1	0	0	#	0	无	set:tequan.json image:tequan_hp	989#989	白桦树苗	989	11	Item_Desc602	#	24	√
95700	8	5	shop_tab2_32	植物	Item_Name95700	#	957	0	1	#	1	3	5	5	0	0	0	1	0	0	#	0	无	set:tequan.json image:tequan_daoju	999#999	小麦种子	999	1	Item_Desc95700	#	5	√
96500	8	5	shop_tab2_32	植物	Item_Name96500	#	965	0	1	#	1	3	8	8	0	0	0	4	0	0	#	shopLockHint1	等级不足	set:tequan.json image:tequan_hp	998#998	马铃薯种子	998	2	Item_Desc96500	#	8	√
95800	8	5	shop_tab2_32	植物	Item_Name95800	#	958	0	1	#	1	3	12	12	0	0	0	9	0	0	#	shopLockHint1	等级不足	set:tequan.json image:tequan_daoju	997#997	玉米种子	997	3	Item_Desc95800	#	12	√
95900	8	5	shop_tab2_32	植物	Item_Name95900	#	959	0	1	#	1	3	16	16	0	0	0	16	0	0	#	shopLockHint1	等级不足	set:tequan.json image:tequan_daoju	996#996	胡萝卜种子	996	4	Item_Desc95900	#	16	√
96100	8	5	shop_tab2_32	植物	Item_Name96100	#	961	0	1	#	1	3	20	20	0	0	0	23	0	0	#	shopLockHint1	等级不足	set:tequan.json image:tequan_hp	995#995	棉花种子	995	5	Item_Desc96100	#	20	√
96300	8	5	shop_tab2_32	植物	Item_Name96300	#	963	0	1	#	1	3	25	25	0	0	0	30	0	0	#	shopLockHint1	等级不足	set:tequan.json image:tequan_daoju	994#994	番茄种子	994	6	Item_Desc96300	#	25	√
96200	8	5	shop_tab2_32	植物	Item_Name96200	#	962	0	1	#	1	3	30	30	0	0	0	38	0	0	#	shopLockHint1	等级不足	set:tequan.json image:tequan_hp	993#993	草莓种子	993	7	Item_Desc96200	#	30	√
96800	8	5	shop_tab2_32	植物	Item_Name96800	#	968	0	1	#	1	3	36	36	0	0	0	46	0	0	#	shopLockHint1	等级不足	set:tequan.json image:tequan_daoju	992#992	蚕丝种子	992	8	Item_Desc96800	#	36	√
200	7	1	shop_tab2_1	普通	Item_Name200	#	2	0	1	#	5	3	80	80	0	0	0	1	0	0	#	0	无	set:tequan.json image:key_daoju	979#979	草方块	979	21	Item_Desc200	#	80	√
1200	7	1	shop_tab2_1	普通	Item_Name1200	#	12	0	1	#	5	3	14	14	0	0	0	1	0	0	#	0	无	set:tequan.json image:key_daoju	949#949	沙子	949	51	Item_Desc1200	#	14	√
15500	7	1	shop_tab2_1	普通	Item_Name15500	#	155	0	1	#	5	3	200	200	0	0	0	1	0	0	#	0	无	set:tequan.json image:tequan_hp	948#948	石英块	948	52	Item_Desc15500	#	200	√
4500	7	1	shop_tab2_1	普通	Item_Name4500	#	45	0	1	#	5	3	960	960	0	0	0	1	0	0	#	0	无	set:tequan.json image:tequan_daoju	947#947	砖块	947	53	Item_Desc4500	#	960	√
4900	7	1	shop_tab2_1	普通	Item_Name4900	#	49	0	1	#	5	3	400	400	0	0	0	1	0	0	#	0	无	set:tequan.json image:key_daoju	978#978	黑曜石	978	22	Item_Desc4900	#	400	√
2100	7	1	shop_tab2_1	普通	Item_Name2100	#	21	0	1	#	5	3	2400	2400	0	0	0	1	0	0	#	0	无	set:tequan.json image:tequan_daoju	897#897	青金石矿石	897	103	Item_Desc2100	#	2400	√
1500	7	1	shop_tab2_1	普通	Item_Name1500	#	15	0	1	#	5	3	120	120	0	0	0	1	0	0	#	0	无	set:tequan.json image:tequan_chongsheng	899#899	铁矿石	899	101	Item_Desc1500	#	120	√
1400	7	1	shop_tab2_1	普通	Item_Name1400	#	14	0	1	#	5	3	600	600	0	0	0	1	0	0	#	0	无	set:tequan.json image:tequan_hp	898#898	金矿石	898	102	Item_Desc1400	#	600	√
5600	7	1	shop_tab2_1	普通	Item_Name5600	#	56	0	1	#	5	3	1200	1200	0	0	0	1	0	0	#	0	无	set:tequan.json image:tequan_daoju	896#896	钻石矿	896	104	Item_Desc5600	#	1200	√
4200	7	1	shop_tab2_1	普通	Item_Name4200	#	42	0	1	#	5	3	750	750	0	0	0	1	0	0	#	0	无	set:tequan.json image:tequan_daoju	977#977	铁块	977	23	Item_Desc4200	#	750	√
4700	7	2	shop_tab2_2	装饰	Item_Name4700	#	47	0	1	#	5	3	800	800	0	0	0	1	0	0	#	0	无	set:tequan.json image:tequan_chongsheng	991#991	书架	991	9	Item_Desc4700	#	800	√
7900	7	2	shop_tab2_2	装饰	Item_Name7900	#	79	0	1	#	5	3	240	240	0	0	0	1	0	0	#	0	无	set:tequan.json image:tequan_chongsheng	990#990	冰	990	10	Item_Desc7900	#	240	√
8000	7	2	shop_tab2_2	装饰	Item_Name8000	#	80	0	1	#	5	3	1200	1200	0	0	0	1	0	0	#	0	无	set:tequan.json image:key_daoju	992#992	雪块	992	8	Item_Desc8000	#	1200	√
8900	7	2	shop_tab2_2	装饰	Item_Name8900	#	89	0	1	#	5	3	4000	4000	0	0	0	1	0	0	#	0	无	set:tequan.json image:tequan_daoju	994#994	萤石	994	6	Item_Desc8900	#	4000	√
4100	7	2	shop_tab2_2	装饰	Item_Name4100	#	41	0	1	#	5	3	4400	4400	0	0	0	1	0	0	#	0	无	set:tequan.json image:key_daoju	993#993	金块	993	7	Item_Desc4100	#	4400	√
5700	7	2	shop_tab2_2	装饰	Item_Name5700	#	57	0	1	#	5	3	9000	9000	0	0	0	1	0	0	#	0	无	set:tequan.json image:tequan_hp	995#995	钻石块	995	5	Item_Desc5700	#	9000	√
13300	7	2	shop_tab2_2	装饰	Item_Name13300	#	133	0	1	#	5	3	12600	12600	0	0	0	1	0	0	#	0	无	set:tequan.json image:tequan_chongsheng	996#996	绿宝石块	996	4	Item_Desc13300	#	12600	√
16800	7	2	shop_tab2_2	装饰	Item_Name16800	#	168	0	1	#	5	1	9	18000	0	0	1	1	0	0	#	0	无	set:tequan.json image:tequan_daoju	997#997	海晶灯	997	3	Item_Desc16800	#	18000	error
242200	7	4	shop_tab2_3	特权	Item_Name142200	#	2422	0	1	#	5	1	19	40000	0	0	1	1	1	0	#	shopLockHint3	星空方块	set:tequan.json image:tequan_daoju	998#998	星空方块	998	2	Item_Desc142200	#	40000	error
29700	8	4	shop_tab2_1	普通	Item_Name29700	#	297	0	1	#	1	3	100	100	0	0	0	1	0	0	#	0	无	set:tequan.json image:key_daoju	1000#1000	面包	1000	0	Item_Desc29700	#	100	√
26500	8	4	shop_tab2_1	普通	Item_Name26500	#	265	0	1	#	1	3	80	80	0	0	0	1	0	0	#	0	无	set:tequan.json image:key_daoju	999#999	铁锭	999	1	Item_Desc26500	#	80	√
26600	8	4	shop_tab2_1	普通	Item_Name26600	#	266	0	1	#	1	3	480	480	0	0	0	1	0	0	#	0	无	set:tequan.json image:key_daoju	998#998	金锭	998	2	Item_Desc26600	#	480	√
26400	8	4	shop_tab2_1	普通	Item_Name26400	#	264	0	1	#	1	3	1000	1000	0	0	0	1	0	0	#	0	无	set:tequan.json image:tequan_daoju	996#996	钻石	996	4	Item_Desc26400	#	1000	√
32600	8	4	shop_tab2_1	普通	Item_Name32600	#	326	0	1	#	1	3	400	400	0	0	0	1	0	0	#	0	无	set:tequan.json image:tequan_hp	993#993	水桶	993	7	Item_Desc32600	#	400	√
