Id	Type	RewardId	Weight	IsCore	Unnamed: 5	Unnamed: 6	Unnamed: 7	Unnamed: 8	Unnamed: 9	Unnamed: 10
宝箱奖品ID	所属宝箱类型	奖品ID	抽奖权重	是否为核心物品(0为普通，1为核心)						
Id	Type	RewardId	Weight	IsCore						
101001	1	101001	70	0	0.017114914425427872	剑刃Ⅰ		Type		
101002	1	101002	70	0	0.017114914425427872	弓箭Ⅰ		所属宝箱类型		
101003	1	101003	70	0	0.017114914425427872	击退Ⅰ		1：银宝箱奖品		
101004	1	101004	70	0	0.017114914425427872	吸血Ⅰ		2：终极宝箱奖品		
101005	1	101005	70	0	0.017114914425427872	暴击Ⅰ				
101006	1	101006	70	0	0.017114914425427872	火剑Ⅰ				
101007	1	101007	70	0	0.017114914425427872	强壮Ⅰ				
101008	1	101008	70	0	0.017114914425427872	恢复Ⅰ				
101009	1	101009	70	0	0.017114914425427872	保护Ⅰ				
101010	1	101010	70	0	0.017114914425427872	壮大Ⅰ				
101011	1	101011	70	0	0.017114914425427872	成长Ⅰ				
101012	1	101012	70	0	0.017114914425427872	修罗Ⅰ				
101013	1	101013	70	0	0.017114914425427872	丰收Ⅰ		黄金宝箱		
101014	1	101014	70	0	0.017114914425427872	祝福Ⅰ		一级符文	0.2506393861892583	
101015	1	101015	70	0	0.017114914425427872	幸运Ⅰ		二级符文	0.12020460358056266	
101016	1	101016	70	0	0.017114914425427872	复活Ⅰ		皮肤	0.42455242966751916	
101017	1	101017	70	0	0.017114914425427872	铁锭Ⅰ		特权	0.20460358056265984	
101018	1	101018	70	0	0.017114914425427872	羊毛Ⅰ				
101019	1	101019	70	0	0.017114914425427872	铁墓Ⅰ				
101020	1	101020	70	0	0.017114914425427872	毛堆Ⅰ				
101021	1	101021	10	0	0.0024449877750611247	剑刃Ⅱ				
101022	1	101022	30	0	0.007334963325183374	弓箭Ⅱ				
101023	1	101023	20	0	0.004889975550122249	击退Ⅱ				
101024	1	101024	10	0	0.0024449877750611247	吸血Ⅱ				
